iso_weekstartdate,iso_year,iso_week,isoyw,temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,sea_level_pressure,station_level_pressure,visibility,wind_gust,wet_bulb_temperature,altimeter,pressure_3hr_change,precipitation,precipitation_3_hour,precipitation_6_hour,precipitation_9_hour,precipitation_12_hour,precipitation_15_hour,precipitation_18_hour,precipitation_21_hour,precipitation_24_hour,Station_ID,Station_name,Latitude,Longitude,Elevation
2000-01-03,2000,1,200001,0.676875,0.595,95.125,2.99375,216.42857142857142,1021.1999999999999,1019.3916666666668,8.475,,0.735,1021.31875,-0.2416666666666667,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-01-10,2000,2,200002,0.585,0.051470588235294115,70.97058823529412,3.85,222.22222222222223,1019.3999999999999,1017.9119999999999,14.070588235294117,8.5,0.37520000000000003,1018.9823529411765,-0.32916666666666666,18.3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,18.3,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-01-17,2000,3,200003,0.016969696969696975,-0.9018181818181819,52.303030303030305,6.984848484848484,259.3333333333333,1020.0030303030303,1017.5555555555555,15.442575757575758,13.631250000000001,-0.26925925925925925,1020.1666666666666,0.38148148148148153,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,23.400000000000002,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-01-24,2000,4,200004,-0.6366666666666667,-1.3719999999999999,59.0,5.046666666666667,197.40740740740742,1014.2,1014.4666666666666,13.146666666666667,13.200000000000001,-0.8551851851851852,1014.3566666666667,-0.28148148148148144,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,4.6,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-01-31,2000,5,200005,-0.2723076923076923,-0.8907692307692309,66.74358974358974,6.394871794871795,211.5151515151515,1012.4641025641025,1015.4428571428572,11.558974358974359,11.677777777777779,-0.5175,1012.5641025641025,-0.35,12.9,0.0,43.699999999999996,0.0,0.0,0.0,0.0,0.0,44.5,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-02-07,2000,6,200006,-0.12266666666666666,-0.8383333333333333,60.96666666666667,5.29,235.86206896551724,1014.4366666666666,1013.9777777777779,13.573333333333332,10.718181818181819,-0.35703703703703704,1014.5933333333334,0.24,0.0,0.0,7.3999999999999995,0.0,0.0,0.0,0.0,0.0,3.8,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-02-14,2000,7,200007,0.16483870967741937,-0.3961290322580645,68.74193548387096,3.0,203.5,1018.4774193548387,1018.9392857142857,12.709677419354838,7.650000000000001,-0.07928571428571429,1018.6193548387097,0.08571428571428576,1.9,0.0,13.6,0.0,0.0,0.0,0.0,0.0,7.1,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-02-21,2000,8,200008,0.13605263157894737,-0.5039473684210526,66.28947368421052,4.734210526315789,213.88888888888889,1022.0184210526315,1020.6692307692308,13.157894736842104,10.92,-0.07192307692307692,1022.1315789473684,0.7166666666666667,4.8999999999999995,0.0,21.400000000000002,0.0,0.0,0.0,0.0,0.0,26.900000000000002,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-02-28,2000,9,200009,0.7926923076923077,0.3780769230769231,78.03846153846153,3.446153846153846,161.05263157894737,1026.873076923077,1025.5227272727273,12.784615384615384,11.850000000000001,0.5850000000000001,1027.0,-0.4052631578947368,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,2.8,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-03-06,2000,10,200010,0.7190625,-0.2959375,52.28125,5.784375,299.64285714285717,1012.7125,1011.4481481481481,16.0,12.508333333333333,0.28555555555555556,1012.81875,0.09999999999999996,0.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.3,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-03-13,2000,11,200011,0.8963333333333333,0.26433333333333336,68.93333333333334,4.863333333333333,220.71428571428572,1016.4866666666666,1014.8076923076923,13.253333333333334,8.657142857142857,0.6692307692307692,1016.6066666666667,0.30833333333333335,11.700000000000001,0.0,21.1,0.0,0.0,0.0,0.0,0.0,29.4,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-03-20,2000,12,200012,0.5480645161290322,-0.06774193548387097,67.54838709677419,4.416129032258064,139.62962962962962,1026.2,1025.1962962962962,15.083870967741936,10.7,0.3522222222222222,1026.351612903226,-0.10769230769230768,7.6,0.0,17.4,0.0,0.0,0.0,0.0,0.0,3.3,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
2000-03-27,2000,13,200013,1.0203333333333333,0.392,69.76666666666667,4.2,128.46153846153845,1019.6466666666668,1018.8035714285714,14.879999999999999,10.933333333333334,0.7335714285714285,1019.7866666666666,-0.4807692307692308,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.5,USW00014734,NEWARK LIBERTY INTL AP,40.6828,-74.1692,1.8
