iso_weekstartdate,iso_year,iso_week,isoyw,temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,sea_level_pressure,station_level_pressure,visibility,wind_gust,wet_bulb_temperature,altimeter,pressure_3hr_change,precipitation,precipitation_3_hour,precipitation_6_hour,precipitation_9_hour,precipitation_12_hour,precipitation_15_hour,precipitation_18_hour,precipitation_21_hour,precipitation_24_hour,Station_ID,Station_name,Latitude,Longitude,Elevation
2000-01-03,2000,1,200001,2.7498591549295774,2.47,85.29577464788733,2.4549295774647883,84.4776119402985,1007.4434782608696,1005.6347826086956,12.654295774647888,,2.55,1006.9591549295775,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-01-10,2000,2,200002,2.6416666666666666,2.4261538461538463,88.61538461538461,1.660897435897436,152.65625,1008.96875,1007.11875,11.68474358974359,,2.4860416666666665,1008.6084415584417,,0.0,60.9,3.0,0.0,0.0,0.0,0.0,0.0,105.4,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-01-17,2000,3,200003,2.6179012345679014,2.3953703703703706,88.20987654320987,1.6432098765432097,220.15037593984962,1008.6075471698113,1006.7547169811321,12.08604938271605,,2.4541509433962263,1008.1543750000001,,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,6.6,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-01-24,2000,4,200004,2.6678658536585362,2.341165644171779,82.76687116564418,2.2490797546012273,221.39240506329114,1010.2442307692307,1008.3961538461538,12.000243902439024,,2.4407843137254903,1009.8257668711657,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,170.2,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-01-31,2000,5,200005,2.5777844311377245,2.3637125748502994,88.46107784431138,2.820359281437126,171.1320754716981,1010.88,1009.012,10.234161676646707,10.3,2.4297999999999997,1010.310843373494,,0.0,136.3,0.0,0.0,0.0,0.0,0.0,0.0,312.4,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-02-07,2000,6,200006,2.6374698795180724,2.344397590361446,84.74096385542168,2.1126506024096385,202.06451612903226,1010.0326923076923,1008.1788461538462,10.738373493975903,,2.421730769230769,1009.4807228915662,,0.0,15.5,1.0,0.0,0.0,0.0,0.0,0.0,47.3,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-02-14,2000,7,200007,2.6717500000000003,2.3969375,85.4625,1.92,136.31205673758865,1008.7354166666668,1006.8833333333333,11.68509375,,2.477708333333333,1008.288679245283,,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,313.3,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-02-21,2000,8,200008,2.680576923076923,2.4412179487179486,87.32051282051282,2.048717948717949,84.32,1008.5941176470589,1006.7882352941176,12.01676282051282,10.8,2.5219607843137255,1008.3116883116883,,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,407.3,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-02-28,2000,9,200009,2.631366459627329,2.430248447204969,89.24223602484471,1.53125,195.52,1008.9673469387756,1007.1387755102041,10.956490683229815,,2.49469387755102,1008.5606250000001,,0.0,47.0,24.9,0.0,0.0,0.0,0.0,0.0,409.9,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-03-06,2000,10,200010,2.7800613496932516,2.4966257668711656,85.1963190184049,2.2570552147239265,103.56687898089172,1008.8538461538462,1007.0471698113207,12.242699386503068,,2.5741509433962264,1008.5487654320988,,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,290.6,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-03-13,2000,11,200011,2.7844444444444445,2.4562962962962964,83.41975308641975,1.4839506172839507,133.1451612903226,1009.0301886792453,1007.2132075471699,9.463012422360249,,2.544528301886792,1008.6025157232706,,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,33.2,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-03-20,2000,12,200012,2.6607784431137724,2.4611377245508983,89.437125748503,1.1191616766467065,230.0,1008.0999999999999,1006.2574468085106,10.27685628742515,9.3,2.514255319148936,1007.5272727272727,,0.0,131.9,0.0,0.0,0.0,0.0,0.0,0.0,908.5,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-03-27,2000,13,200013,2.7115151515151514,2.422181818181818,84.78181818181818,1.0963414634146342,138.6138613861386,1009.1039215686275,1007.2884615384615,11.943696969696969,,2.501346153846154,1008.6037037037038,,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,22.7,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-04-03,2000,14,200014,2.724233128834356,2.448159509202454,85.73006134969326,1.3319018404907974,199.8181818181818,1008.377358490566,1006.5566037735849,11.463159509202455,,2.528679245283019,1008.0672839506173,,0.0,38.1,0.5,0.0,0.0,0.0,0.0,0.0,216.2,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-04-10,2000,15,200015,2.7058181818181817,2.4628048780487806,87.14024390243902,0.8303030303030303,225.51724137931035,1008.174,1006.352,10.843787878787879,,2.5296000000000003,1007.6463414634146,,0.0,98.4,19.1,0.0,0.0,0.0,14.0,0.0,372.6,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-04-17,2000,16,200016,2.7964375,2.4850943396226417,83.937106918239,1.625625,135.0467289719626,1007.7607843137256,1005.935294117647,12.171625,16.5,2.567450980392157,1007.4100628930819,,0.0,64.6,0.5,0.0,0.0,0.0,0.0,0.0,173.2,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-04-24,2000,17,200017,2.761656050955414,2.4737579617834395,85.05732484076434,0.7936305732484076,186.52173913043478,1008.6039215686275,1006.7843137254902,11.26312101910828,,2.5543137254901964,1008.1923076923077,,0.0,20.1,0.1,0.0,0.0,0.0,0.0,0.0,272.90000000000003,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
2000-05-01,2000,18,200018,2.746768292682927,2.4945731707317074,86.73170731707317,0.9926829268292684,161.73333333333332,1009.1461538461538,1007.3211538461538,11.160548780487806,12.9,2.5632692307692304,1008.7555555555555,,0.0,81.4,4.1,0.0,0.0,0.0,0.0,0.0,1385.8000000000002,SNI0000WSSS,SINGAPORE CHANGI INTL,1.3502,103.9944,6.7
